Gene_ID	perf_avg	expression	std	std/exp	miss_ratio
ACP5	0.1121535488745515	-0.005723365988726225	0.038131653247769196	-6.662452361578865	0.19672131147540983
ACP6	0.11672765526429144	-0.039158660390129794	0.03777008315699718	-0.9645397156261604	0.22950819672131148
ACPP	0.12925724063543026	-0.23158937985326464	0.030879265406431575	-0.1333362757221282	0.0
ACSF2	0.13942130081315132	-0.10220339370618449	0.037230585015339726	-0.3642793420575705	0.0
ACSF3	0.10757409067999753	0.03347015688088286	0.0287968366294441	0.8603735181740956	0.0
ACSL1	0.09703393719889655	0.007339895157719509	0.027328734910793268	3.723314069690915	0.0
ACSL3	0.14565872786536047	0.03140130259537938	0.039107634110958016	1.2454143898066383	0.0
ACSL4	0.1449269812048834	0.013950736095518647	0.048608441860767314	3.484292264433391	0.0
ACSL5	0.12339813297879665	-0.04019851511843687	0.02007290013777365	-0.49934431853099237	0.01639344262295082
ACSM3	0.1304657269670944	-0.3554587040058963	0.03964202127680507	-0.11152356330018999	0.07377049180327869
ACSS1	0.1863129569431195	-0.03550143710541406	0.0526850599139357	-1.484026118646929	0.0
ACSS2	0.18882866804060414	0.026897759001398285	0.03250434101887897	1.2084404881904558	0.0
ACSS3	0.16654767056958733	-0.10711963551831964	0.04289828614356094	-0.40047080011044717	0.0
ACTA1	0.10148727886698591	0.032025924869280326	0.033413507396957295	1.0433268526464308	0.04918032786885246
ACTBL2	0.0963010707088417	0.004764423224703763	0.043766443008603245	9.186094715866579	0.0
ACTG1	0.13987643597506985	-0.0007577854115389069	0.04531090129321092	-59.79384216594216	0.09016393442622951
ACTL6A	0.0843865772809944	0.021413220889184348	0.026711564883849775	1.2474333040360863	0.0
ACTL8	0.13815168277628637	-0.30281396830047824	0.05476374581196286	-0.18084947044986224	0.5081967213114754
ACTN1	0.09678507053091719	0.01178985176362286	0.025200517678717737	2.137475363046801	0.0
ACTN4	0.11569927339088434	-0.006379704516907601	0.04318067982546823	-6.768445107611185	0.0
ACTR10	0.12850420597536064	0.010052386145782185	0.058132015813205415	5.782907159569934	0.0
ACTR1A	0.11616270859808742	0.05612393894621122	0.025625518697769793	0.456588029616544	0.0
ACTR1B	0.12533073992150362	-0.030300254815897206	0.019087128592253894	-0.6299329397797578	0.0
ACTR2	0.11635470592177452	0.02483272922425442	0.026186398906962147	1.0545115146419581	0.0
ACTR3	0.1139072346602327	0.02431520825482876	0.012369193609895806	0.5087019399654702	0.0
ACTR3B	0.19811681266904174	0.014547632430085708	0.05160013309098185	3.5469780625106053	0.19672131147540983
ACTR5	0.1767557191491892	-0.037075665319514985	0.05373268636194343	-1.4492709948393274	0.45901639344262296
ACTR6	0.1895293160689105	0.048066142477441745	0.06463212556363693	1.344649731231706	0.6229508196721312
ACTR8	0.1825003879935501	0.051991044301410924	0.04849775275647622	0.9328097446036508	0.20491803278688525
ACY1	0.1224889321384908	-0.10055011830535816	0.018306558266019436	-0.18206401518519055	0.0
ACYP1	0.11944918489549206	0.000865190157948603	0.025396983349360507	29.3542212842292	0.0
ACYP2	0.15728400702553075	-0.11962888178547529	0.03961398576291015	-0.3311406507497746	0.0
ADA	0.16908553170941013	0.022788767773581634	0.04319502280647252	1.8954523226370876	0.0
ADA2	0.09596307396415235	0.0981404333484905	0.023624903161050644	0.2407254824029572	0.04918032786885246
ADAL	0.20523142190241997	0.1177138565143144	0.03279995021033771	0.2786413696874261	0.6311475409836066
ADAM10	0.12043429985464651	-0.04535732984376854	0.023607498401536895	-0.5204781340271121	0.0
ADAM15	0.17934928235505246	0.09859769814801235	0.06678768484995207	0.6773757004924404	0.47540983606557374
ADAM17	0.16297676153220234	-0.018707359317216878	0.02891770709964696	-1.5457931079045042	0.0
ADAM9	0.12946259975896462	-0.044338036478655564	0.022232912913454663	-0.5014410803725519	0.20491803278688525
ADAMTS1	0.10785847707351523	0.0034008074240190673	0.05471268816609423	16.0881465324005	0.4672131147540984
ADAMTS16	0.15036145297109663	0.1349800765638582	0.07220494570292262	0.5349303952184598	0.5409836065573771
ADAMTSL1	0.15403546327801593	0.10019048937961067	0.03379411305254268	0.3372986124910572	0.38524590163934425
ADAP1	0.15285942454433046	-0.05580484482931532	0.03466603115725979	-0.6212011029380926	0.1557377049180328
ADAR	0.13619605011074826	0.009194269425226212	0.03463114278376953	3.766600822981374	0.0
ADARB1	0.11011432705852549	0.060820406448901486	0.025317021861532146	0.416258675988993	0.13934426229508196
ADCK1	0.23859994284735359	0.011182912150578548	0.06076551271396299	5.4337825331856235	0.4918032786885246
ADCK5	0.1251486326905324	-0.007688294297281026	0.038876287965290954	-5.0565556496763655	0.12295081967213115
ADCY7	0.16910738889764376	-0.11833688171374829	0.04374333162889891	-0.36965087296040217	0.4672131147540984
ADD1	0.1571165036360611	0.025086229554913443	0.0365053720052483	1.4551956452976922	0.0
ADD2	0.16633793690619045	-0.023374232608696976	0.033455844632706684	-1.431313069942608	0.0
ADD3	0.15266172210651624	-0.011451334859931805	0.033137627672415744	-2.8937785924297987	0.0
ADGRE5	0.16389998653303342	-0.009911622871544028	0.04077315923005866	-4.113671369308974	0.0
ADGRG1	0.11381649751916938	-0.09609846011115981	0.03773292030028983	-0.3926485425119517	0.01639344262295082
ADGRG2	0.1499309495468398	-0.18699831563800587	0.03887661392392105	-0.20789820374200044	0.13114754098360656
ADGRL2	0.19570728468583018	-0.06915683254820176	0.03828487252607694	-0.5535949394355604	0.07377049180327869
ADH1B	0.11658982676647729	-0.5366063656839246	0.02019260148386681	-0.03763019370471052	0.0
ADH5	0.11698520053716868	0.014873313111971312	0.028431406126145066	1.9115718140338915	0.0
ADI1	0.1440037715900598	-0.025269604770857917	0.03185639671360697	-1.2606606633731465	0.0
ADIRF	0.1318592741862475	-0.4246981576218696	0.04338672864405547	-0.10215897541680623	0.0
ADK	0.12336554310538461	0.0033190447774517177	0.04007576700391664	12.074488200995543	0.0
ADNP	0.1178815801148726	0.0003517074734079525	0.03030745387259063	86.17233401076017	0.0
ADO	0.15047845276593738	0.010282376142500597	0.040432063078651485	3.9321711750586386	0.03278688524590164
ADPGK	0.10283124818038572	0.03021196134039277	0.045634126938491455	1.5104655544980978	0.0
ADPRH	0.11198860908069745	0.006232025112424678	0.02447686989332044	3.927594875142807	0.0
ADPRHL2	0.13841233571227957	-0.0747164870350168	0.039645843475045545	-0.5306170705866435	0.0
ADRM1	0.18094089847216915	0.08590483208479309	0.028083948375127555	0.3269193093516213	0.0
ADSL	0.16261031817064517	0.03280564659897172	0.034937392681737435	1.0649810719729125	0.0
ADSS	0.1763484508950913	0.009954123778250138	0.030366562678033098	3.0506515042925573	0.0
ADSSL1	0.19023662617070375	-0.06424497190217049	0.03434584361611212	-0.5346074968857097	0.13114754098360656
AEBP1	0.06140729548908748	-0.0630232780065739	0.014088728529242235	-0.22354801233557947	0.0
AES	0.1498620246673819	0.055490441313394034	0.0670196301073605	1.2077689151696043	0.5327868852459017
AFAP1	0.11784384485563297	0.045924409096299995	0.02697054514226966	0.5872812666073607	0.27049180327868855
AFAP1L2	0.18866529246360994	-0.1052250909528875	0.03073377074589011	-0.29207644742878447	0.0
AFDN	0.13491464577578657	-0.019260246300643626	0.043790715182209596	-2.273632148761578	0.0
AFF4	0.17630224291791569	0.030681825764583146	0.02924541288911317	0.953183591925352	0.040983606557377046
AFG3L2	0.1597667726977255	0.0017534081971620507	0.03710555826969029	21.161962359789843	0.0
AFM	0.09323238566346939	0.06010436903809352	0.02105275151443135	0.35026990302632305	0.0
AFTPH	0.16806670937153215	-0.031077256011971224	0.026840046271373288	-0.863655602702963	0.04918032786885246
AGAP1	0.1070284662111737	-0.019775854621405915	0.03702387573527199	-1.872175764034812	0.18032786885245902
AGAP3	0.1590989966340471	-0.01106255741214695	0.05519787222616937	-4.989612272254588	0.05737704918032787
AGFG1	0.14540420206281807	0.036109814750933986	0.030360324854872923	0.8407776407683634	0.0
AGFG2	0.1767580600133302	0.03573777821894126	0.03172728187230088	0.8877799195554136	0.2540983606557377
AGK	0.1286472928443869	0.009141500091546967	0.026013955309232038	2.8456987418604114	0.0
AGL	0.15284798380229525	-0.00421863097597926	0.04022836801362877	-9.535882195595613	0.0
AGO1	0.12190264884164148	-0.0036074905115113303	0.04187767935106684	-11.608534857524132	0.01639344262295082
AGO2	0.13672485846722696	0.015612688506728676	0.02699028176615862	1.7287401689034203	0.0
AGO3	0.13705656074512748	0.0251818530206927	0.030761436247653647	1.2215715905567406	0.0
AGPAT1	0.19524054419981335	-0.08078173199022474	0.024537821697345412	-0.3037545877366765	0.06557377049180328
AGPAT2	0.1232901259329257	0.05285853067412341	0.04230836716405748	0.8004075524704152	0.30327868852459017
AGPAT3	0.09736401806768535	0.01440606448780574	0.016566033248302713	1.149934686348608	0.0
AGPAT4	0.16608834579131976	0.04129247903232751	0.021812595314881868	0.5282462042980026	0.2459016393442623
AGPAT5	0.1326292789591781	-0.005194970055256962	0.040107950812102305	-7.7205355152174056	0.0
AGPS	0.1680365993667723	0.03725379736498885	0.04884552841577366	1.3111556907129882	0.0
AGR2	0.1870686934058013	-0.5574980609154254	0.03393885311793402	-0.06087707832060545	0.040983606557377046
AGR3	0.13188503207416266	-0.5610150334831769	0.046268451178486374	-0.08247274746136338	0.10655737704918032
AGRN	0.10811798062117497	-0.023533043190103683	0.02377782823717935	-1.0104017591391923	0.0
AGT	0.12322664725908286	0.0034084499625747595	0.04784698366484817	14.037754460301459	0.0
AGTRAP	0.19706643565205845	0.07767837523763482	0.03299498428717729	0.4247640889274338	0.0
AHCTF1	0.1443904403512248	0.03180882133579098	0.0169477293973248	0.5327996664326377	0.0
AHCY	0.12883661693168366	0.01881015859135025	0.03765422240395961	2.0018024952365208	0.0
AHCYL1	0.1463765273453023	-0.04415089446537207	0.021057753586215082	-0.4769496482733971	0.0
AHCYL2	0.20346425151861575	0.0024653723361083174	0.06535416826647465	26.50884302921913	0.21311475409836064
AHDC1	0.15051384385258632	-0.03359274738189169	0.01963177630902678	-0.5844052016897364	0.08196721311475409
AHNAK	0.11184956697079498	0.024384501765531898	0.023320236886199917	0.9563548646773523	0.0
AHNAK2	0.14808902194141962	-0.20756347992927013	0.020805151714170744	-0.10023512672489573	0.0
AHR	0.16769720556525505	0.018228075805352253	0.0505505342820385	2.7732238345857385	0.02459016393442623
AHSA1	0.14480897425873102	-0.008149351254739262	0.03905049561838697	-4.791853289631751	0.0
AHSG	0.09828863728391164	-0.028072730026465112	0.02005310462348462	-0.7143268433308724	0.0
AHSP	0.10901433278352486	-0.17435438204319492	0.04198065916198818	-0.240777769219404	0.5163934426229508
AIDA	0.13173169611298347	0.03878918189107747	0.02905809732662721	0.7491289042451121	0.0
AIF1	0.09979580585565763	0.05066962442500213	0.02267344347499258	0.44747605162442705	0.0
AIF1L	0.13941468777904137	-0.2217601359185098	0.029796987166842853	-0.13436584101748725	0.0
AIFM1	0.16529487253757927	-0.034317895418780484	0.051511742481418606	-1.5010169432834386	0.0
AIFM2	0.11948182431827895	0.029635971244760494	0.013237232318268975	0.44666099210800314	0.02459016393442623
AIMP1	0.13359235751234994	0.03611802625465804	0.02880938490941476	0.7976456051692274	0.0
AIMP2	0.13869289042204472	0.03778786567040459	0.035291752523400166	0.933944055777689	0.0
AIP	0.17713915409371006	0.03910350103707442	0.03505569557349998	0.8964848324006418	0.0
AJUBA	0.17175338057043432	-0.07452566932325486	0.08723007620732542	-1.1704702151545294	0.7459016393442623
AK1	0.12932313739870357	-0.055715169921995183	0.02741528143121354	-0.4920613446857776	0.0
AK2	0.1487498546345348	-0.03206440490729026	0.02358665660303711	-0.7356025059948759	0.0
AK3	0.1384655019177446	0.007205159964404103	0.03032410204659871	4.208664650945975	0.0
AK4	0.13725465767597164	-0.054464185469329664	0.02403560459357053	-0.44131027364956493	0.0
AK6	0.15710477817152538	0.018404056499112156	0.020989942236497326	1.140506292050881	0.16393442622950818
AKAP1	0.15122346575168155	4.226841581123985e-05	0.03303978098652559	781.6659402158095	0.0
AKAP10	0.16332784550774876	-0.01606060571776133	0.03681723699712078	-2.292394050643109	0.26229508196721313
AKAP11	0.12324066387046448	0.048839171168296926	0.035205672874255654	0.7208491059960654	0.19672131147540983
AKAP12	0.13211541568825028	-0.053501192336708824	0.025317363849804625	-0.4732112079011293	0.0
AKAP13	0.17564771990791153	0.02677738782736179	0.05182054497996796	1.935235255733812	0.0
AKAP17A	0.1509181418272008	0.017928434161785255	0.05284547507687736	2.9475789463821855	0.0
AKAP8	0.13993177601813417	-0.0035958286404672098	0.04152259393396177	-11.547434009137515	0.0
AKAP8L	0.16144156186483377	0.026836611502990926	0.058820065878420216	2.19178437903253	0.0
AKAP9	0.1329252882278272	0.019165226558831627	0.040446558771031045	2.110413808408263	0.0
AKR1A1	0.1472001341518721	0.03572014440028802	0.03867017862613031	1.082587410419833	0.0
AKR1B1	0.1275448764651577	-0.003958310170013858	0.04149222320028735	-10.482307201343469	0.0
AKR1C2	0.1440913376961507	0.007698685216242189	0.05522807869489582	7.173702670474068	0.28688524590163933
AKR1C3	0.18926995697974047	-0.1805175570057665	0.03749712818033613	-0.2077201176566904	0.02459016393442623
AKR7A2	0.09616121249556352	-0.001505677198688695	0.043912498469452985	-29.16461676360424	0.0
AKT1	0.1892142173681682	0.04672491409124124	0.031901239689866454	0.6827458179499672	0.0
AKT1S1	0.09399632542659456	0.013542439084504847	0.013799617084838981	1.0189905229574483	0.0
AKT2	0.1348261687851472	0.05646753326786372	0.02958687687878514	0.5239626235917649	0.0
AKTIP	0.12037440925786884	0.051681791717273246	0.04408072930053928	0.8529257178559946	0.06557377049180328
ALAD	0.10017946797832185	0.011918064335437763	0.03809802760512183	3.1966623549630677	0.0
ALB	0.06431175467450605	0.01923045949592212	0.01137507051694752	0.5915131939182026	0.0
ALCAM	0.15878174047194688	-0.22921435479981137	0.017504628253789314	-0.07636794069497657	0.0
ALDH16A1	0.17439721310746661	-0.00037800074426463573	0.03528824985149524	-93.35497452563263	0.0
ALDH18A1	0.15147158694510915	0.02324939501265279	0.018536638996956765	0.7972955419643716	0.0
ALDH1A1	0.15286978345623284	-0.17344523160469427	0.04633744187768639	-0.26715892647481854	0.0
ALDH1A2	0.13546740637295998	-0.40327374438194186	0.044003569511858805	-0.10911588003156208	0.040983606557377046
ALDH1A3	0.12855408313830163	-0.17187865917529954	0.026004173564206534	-0.1512937888215942	0.0
ALDH1B1	0.17737657278827976	0.01879260526226181	0.035572071803440374	1.8928760172957013	0.0
ALDH1L1	0.28020180647989923	0.12249049841665034	0.08491642056211114	0.6932490410257675	0.5327868852459017
ALDH1L2	0.1518572826201678	-0.0088696022199068	0.019538086483110586	-2.2028142862212694	0.0
ALDH2	0.1878185829016636	0.03041608042001803	0.03884590041038261	1.2771501085595691	0.0
ALDH3A2	0.1596665189486167	0.015842004978521736	0.030696192660407764	1.9376456895465586	0.0
ALDH3B1	0.1902003589811863	0.07753885857210174	0.06564015274378433	0.8465452542449661	0.5737704918032787
ALDH4A1	0.1729266847530566	0.020054166066157054	0.03859685593134655	1.9246303139217396	0.0
ALDH5A1	0.18865936533213457	-0.04636642633798693	0.025992178630308393	-0.5605818839873283	0.0
ALDH6A1	0.13504404330403244	-0.060627459169940716	0.035561245116416215	-0.5865534462979374	0.0
ALDH7A1	0.17440498772856836	0.001463629801866892	0.04038294021101551	27.59095241126286	0.0
ALDH9A1	0.12265174375725552	0.012490298296895078	0.02693703676550173	2.15663678522377	0.0
ALDOA	0.13261949106806958	-0.05283954151805499	0.029823219531874428	-0.5644110201388479	0.0
ALDOC	0.14550316496155152	-0.1675521305858008	0.02413658671844046	-0.14405419157639715	0.0
ALG1	0.1148703803178256	-0.005207580815540904	0.04162625021415963	-7.993394954128229	0.0
ALG10	0.13558475847623297	0.09185596363586761	0.03292968756687035	0.35849264722113344	0.01639344262295082
ALG11	0.1826440107140632	0.056889641180137666	0.03583523588142383	0.6299079259078764	0.01639344262295082
ALG12	0.19125065901396526	0.05818124617024618	0.041406502300967186	0.7116812551557623	0.4426229508196721
ALG13	0.10816441659854344	-0.05226345782582384	0.0336345044091197	-0.6435568140403559	0.27049180327868855
ALG2	0.10724450689120957	0.04641439978326347	0.021356057239946727	0.46011706150830134	0.0
ALG3	0.16271625608384802	0.046219566363953454	0.0402948613187595	0.8718139197036123	0.1721311475409836
ALG5	0.10236909378673527	0.10982162407070932	0.019261403040040266	0.1753880731871047	0.0
ALG6	0.15490540189926405	0.0012083262322226355	0.04009310201371128	33.18069321392013	0.0
ALG8	0.1731858953537001	0.010031850483063534	0.020813041650579223	2.07469615757504	0.11475409836065574
ALG9	0.14317900450491494	0.07145661487706874	0.03435202330575975	0.4807395839399568	0.09836065573770492
ALKBH4	0.2309723416975027	-0.01214816546270001	0.05341931103405139	-4.39731506770065	0.3442622950819672
ALKBH5	0.1621986323982171	0.04151778225301173	0.03409537317107197	0.821223372753699	0.0
ALKBH7	0.15094529456398478	-0.07443065891858106	0.06128129851338148	-0.8233340857618427	0.06557377049180328
ALOX5	0.09864118810127091	-0.012326301919506887	0.027577293126449475	-2.2372722416288746	0.0
ALPL	0.15329275761434052	-0.3792849629388496	0.03344346759807858	-0.08817504216076849	0.0
ALS2	0.12622558205985265	0.14367148359563983	0.07516125218178196	0.5231466279928008	0.45081967213114754
ALYREF	0.09394800514390185	0.03761032470308648	0.015957790106001967	0.4242928034251296	0.0
AMACR	0.1927033996944681	0.13174890819934168	0.10457109960343608	0.7937151133367691	0.6475409836065574
AMBP	0.09463139475387984	0.011171037226915101	0.015848138334920093	1.418681006338082	0.0
AMDHD2	0.12550748253145283	-0.03582367939123182	0.06266868453506436	-1.749364822375088	0.06557377049180328
AMPD2	0.16251994619819699	-0.0005671271147837728	0.054878775555209404	-96.76627007356701	0.0
AMPD3	0.12295637015300935	0.021750682968635606	0.02861134355606407	1.315422766141252	0.0
AMT	0.24620321436280088	0.23423613884515718	0.07105030511699507	0.303327682343514	0.5409836065573771
AMY1A	0.15961045941846036	-0.6646293557726776	0.038234418458160974	-0.05752742957570813	0.02459016393442623
AMZ2	0.21533911596255356	0.0625276922512681	0.10234430101512713	1.636783596679942	0.6147540983606558
ANAPC1	0.14927314802921185	0.06084997362064834	0.03730575264670472	0.61307754838608	0.0
ANAPC2	0.17719956816314406	-0.006875709903411051	0.021162814709507066	-3.0779097732160223	0.02459016393442623
ANAPC4	0.14777281692276514	0.12061324495421628	0.026640990698853107	0.22087947894085588	0.040983606557377046
ANAPC5	0.1508317030380765	0.0315135832398284	0.042007823962899905	1.3330069019193087	0.02459016393442623
ANAPC7	0.13833154772077402	0.08017806749972353	0.024970826894954713	0.31144211470351063	0.0
ANG	0.08187836042233174	-0.0459524370157727	0.02522345685479	-0.5489035727557237	0.0
ANGEL2	0.21422259402605554	0.16615526509494014	0.059049318248570196	0.3553863804125001	0.5409836065573771
ANGPTL2	0.0717365112154255	-0.09811152041848546	0.02454883249347789	-0.2502135568663818	0.02459016393442623
ANK1	0.08300451879275354	-0.2851054084753608	0.02389891272634054	-0.08382483115330279	0.0
ANK2	0.12696831780994502	0.0404138204245314	0.015856259448073787	0.39234745147847877	0.12295081967213115
ANK3	0.15042350659377884	-0.06378625367862807	0.031837729127530856	-0.4991315101830202	0.0
ANKFY1	0.12823688289817184	0.022700504484869828	0.011739801969559944	0.5171603995578455	0.0
ANKHD1	0.17276763138748397	0.032885342799739904	0.03537070765489057	1.0755766746992925	0.02459016393442623
ANKIB1	0.16666700840395332	-0.0001256648469257573	0.04101942337376991	-326.4192363836177	0.14754098360655737
ANKLE2	0.173323944656173	0.03613606871574106	0.05690286218209026	1.574683251509954	0.0
ANKMY2	0.1337191683298103	0.05475413067711105	0.03238651096161427	0.5914898211533992	0.01639344262295082
ANKRD13A	0.15507031786297062	-0.03764087996907815	0.04181800356244255	-1.110973058993198	0.02459016393442623
ANKRD17	0.18251024855397568	-0.021020382324431715	0.030978780503646795	-1.4737496219391102	0.0
ANKRD28	0.173579776306643	-0.022354872511359876	0.038242304587383494	-1.7106921351463866	0.0
ANKRD44	0.10139987513051577	0.020889337595294256	0.025142238685454604	1.2035919555016623	0.0
ANKRD52	0.24229401750094523	0.07777988046621066	0.04320926574567097	0.5555326838595754	0.5327868852459017
ANKRD54	0.18536626159586167	-0.052186407662619734	0.07334889738391473	-1.4055172729671013	0.3524590163934426
ANKS1A	0.12510133723724776	-0.0016290789299857331	0.04286276013919604	-26.31103953911639	0.0
