Gene_ID	TCGA-24-1422	TCGA-24-1555	TCGA-25-1312	TCGA-24-1548	TCGA-09-2056	TCGA-24-1464	TCGA-23-1122	TCGA-36-2542	TCGA-24-2298	TCGA-13-1504	TCGA-59-2372	TCGA-61-1911	TCGA-36-2532	TCGA-29-1768	TCGA-13-1483	TCGA-61-1918	TCGA-24-1920	TCGA-24-2289	TCGA-13-2059	TCGA-24-2024	TCGA-24-1544	TCGA-59-2348
ABCD1	4.900025821241426	4.3751900122108	4.6842544122898	4.5544552193788	4.900025821241426	4.900025821241426	5.3437630072338	4.7815772610408	4.8027332820982	5.0335597429738	4.4052576122198	4.900025821241426	5.1054587770048	6.1260821484268	5.5170099090368	4.6939225660708	4.900025821241426	5.4805266679968	4.900025821241426	4.6084232928598	5.0639436674558	4.900025821241426
ABCD3	4.7042344781998	5.0879937721678	5.1857711250558	5.1378267264928	4.6612423924658	4.888000934147999	4.4484979873808	4.0770006008678	4.9575526311548	4.9288151584841	5.1589545314178	5.0438501850058	4.9694009792912	4.7926269073744	4.6764620111818	4.888000934147999	5.2625665486698	5.5217840905138	5.8333991300538	4.6000104152898	5.3710238987368	5.6187922805918
ABCD4		5.112111081819084							4.2576814404268	5.0297214896618				4.9789462123242							5.4291984960788	5.5888720636338
ABCE1	4.889827600087815	4.9400730102818	4.9702110248892	4.942695550072915	4.7366050943798	4.9546671494973005	4.7784418869308	4.942695550072915	4.9440618030264	5.0626723424878	4.5470548601368	5.0034126019568	5.3312961323208	4.8383392659448	4.942695550072915	4.7976007273766	4.7489046807708	4.942695550072915	4.9932693972788	5.2485233417158	4.5768550946848	5.0155727431278
ABCF1	4.898258712836528	5.2142033529028	4.898258712836528	4.898258712836528	4.3144456774858	4.898258712836528	4.9845700491133	4.898258712836528	4.4112990102598	4.8336541881818	5.1514629672238	4.8107322793724	5.1951922635708	4.898258712836528	5.2299297633398	4.898258712836528	4.8634068251123	4.7981249486576	4.8161115110365	4.9126690869964	4.898258712836528	4.5789638290498
ABCF2	4.7227109944358	4.8656283422222	5.2002129130188	4.895261793800299	4.8101236147748	4.8187790506044	4.5214567609958	4.9338159510904	4.7395946502238	4.895261793800299	5.0419465040618	4.895261793800299	4.6200442646458	4.2835613723198005	4.895261793800299	4.6272181665168	4.895261793800299	4.3854954368998005	5.3176943860868	4.8051611356382	4.9229951226986	5.0736723467638
ABCF3	4.6945761538748	5.0453450320778	4.876500633223957	5.1119015913278	4.7097756910508	4.7612243144388	4.8670174220904	4.8525965246362	4.6943854450788	4.7195486435748	5.3918730087318	5.8891634445568	4.8779012081245	4.5104572289018	4.6893154543708	5.3580163875268	5.3944928386698	4.3158930358978	5.1281960602418	4.6820646388428	4.9147258447085	4.876500633223957
ABHD10	4.89334237666893	5.1841076949868	5.3219236171708	5.2067267593068	5.2876569594788	4.9382830114004	4.4869874976458	5.2941030999228005	4.9796247598959	4.917689722233	5.1915040757818	4.7015279214478	4.863067721037	4.5854319182218	4.7360580307338	5.4195684829638004	4.892681961025234	4.9053452885138	4.892681961025234	5.1107103331518005	5.1297606253318	4.9462969865029
ABHD11	4.5486027172528	4.817758347254537	5.2713750956168	4.7662070340008	5.5473990727178	4.817758347254537	4.817758347254537	6.0436492808968	5.6117946200848	4.817758347254537	4.817758347254537	5.3191679330998	4.6451332976618	3.9752476713658	5.0732526896588	4.5561924501558	4.3078682820618	4.817758347254537	5.4655121836258	5.0270638042328	4.817758347254537	4.817758347254537
ABHD12	4.9055141321681	4.5265416235598	4.87891208608802	4.7263599907428	4.87891208608802	4.87891208608802	4.8264036252817	4.6222844368418	5.0741054717648	5.2629816008968	5.8048986819348	4.8472707653667	4.7835106162908	4.7158055890598	4.8246360418571	4.8776672925305	4.7989662760184	4.87891208608802	4.87891208608802	4.88322807698356	5.0208542149478	5.2098077228968
ABHD14B	4.7132676411608	5.5514252418198	4.3507868995638	4.5165601361198	4.841037354060973	4.7113173160388	4.841037354060973	5.4484311856528	4.4172274418588	4.5329809557828	4.841037354060973	5.0879584437588	4.841037354060973	4.7950145568011004	4.841037354060973	4.841037354060973	4.2757389975208	4.841037354060973	5.5206540857048	5.6305674064798	4.4739918136198	4.1740899571128
ABHD16A	4.7604734570258	4.865914728320205	4.8485812956349	4.6514530875058	4.6027721797568	4.865914728320205	5.3503920485078	5.4083155902788	4.4653531060078	4.6422699777348	4.9623777802358005	4.8359124505694	5.2917684376818	4.8013599054671	5.0690652073628	4.865914728320205	4.7946614385617	4.6967094800638	4.9367691577742	4.922095565021	4.7532125650378	5.0902801412628
ABHD5		4.9641224412921														4.7311603097198						
ABI1	4.889691123167276	4.8621114082376	5.1095727818718	5.0436609789038	4.8616220484121	4.5652785901258	4.8113429819818	5.0111807844778	4.889691123167276	4.8265636067069	4.9255991068173	5.2390904795088	5.3589741173428	4.7480363835988	4.889691123167276	4.9619296206666	4.5430758985428	5.0002420997988	5.1547751332268	4.8311495946909	4.9504042832566	5.2270008764748
ABI2	4.6863990151648	5.3775176384018	5.0177066883518	4.9443773822715	4.8608651513426775	4.4432852135497996	4.8582487257467	4.7255670500168	5.5441429985758	4.8608651513426775	4.8608651513426775	4.6478670077488005	5.0783655599538005	4.8608651513426775	4.5925692271008	4.3354713877168	4.8608651513426775	4.6104522355858	4.4314178723248	4.9873887753967	4.8608651513426775	
ABI3	4.89652794394828	5.0531143071788	4.7031058938768	4.958063877992694	5.1424187661648	5.2079712314948	5.0008834594698	4.7477315122418	5.1934916564928	5.3440847988748	4.2537204994298	5.2172090542348	5.0213884701448	5.2904422593668	5.1408844265898	4.8630623331956	5.1419114162368	4.958063877992694	4.9904544079188	4.6663811284018	4.958063877992694	4.9432225041733
ABI3BP	6.1577897235268	4.6012214874528			4.1482077316018	5.0400466572438	5.2317902247698		4.4146762967688	5.052284725574102		4.9784591712196	4.1459061175317995	6.0200783929368	5.052284725574102	5.052284725574102			5.052284725574102	5.052284725574102	4.9867238935915	5.052284725574102
ABLIM1	4.8180207272479	4.8549141255276	4.7786606091698	4.6697112465768	5.1576102789958	4.5420524708418	4.859505724115355	4.7130477263838	5.8515089391298005	4.859505724115355	5.0725325823488	4.859505724115355	4.6019241478328	4.7941185265093	4.4815415385148	4.9047365542712	4.9224618821526	4.5301062448518	4.7767801420188	6.0871671294468	4.9501569110223	4.6461686848758
ABR	5.1411791976398	4.6325705439218	4.5676275332828	4.4870631657478	4.970696992483434	5.1150980064948	4.970696992483434	4.970696992483434	4.6476623382858	5.0370879802738004	4.1706921011758	5.0059553450608	4.9435811965358	6.1992986926568	5.1699436174608	4.6573502168388	4.8268051579544	5.3320102409998	5.0958391872078	4.4982871213728	5.0874892101938	5.1858819108028005
ABRACL	5.1154313739198	3.6657106865967997	5.0915113416468	4.816073103926119	5.2365494662908	4.7947389754905	4.4343984574208	4.6149761679668	4.5366869110938	5.4623627424648	4.3564505253498	4.80836579604	4.4480917578918	4.9499223645367	4.816073103926119	4.7076721639078	5.2050457895438	5.4323114215908	4.8469975065714	5.0301439937738	5.5100066304428	5.2620088878398
ABRAXAS1	4.7608422674458	4.6398616293518	5.1175194735968	4.9472426193456		4.4049498969468	4.871253168547187	5.5425140626448	4.871253168547187	5.0500284103048	4.9349497745932	4.871253168547187	5.9277435858068	4.0886048822678	4.871253168547187	5.3555493040128	4.7805442813858	4.4821963300548004	4.8560802327475	5.1608160711508	4.4514154272268005	
ABRAXAS2	4.89237211165347	4.9977992944398	4.9216094419166	4.9618818017658	5.2361030243588	4.86174887282	4.7406566265898	4.914650128665168	4.8564089327518	5.2065635995548	5.0822444347908	4.914650128665168	4.5576540479828	4.9096181092027	4.6495024776718	4.8609152722464	5.0121868048748	4.9224391290648	4.8495792993243	4.914650128665168	4.7990016408769	4.914650128665168
ABT1	4.4855498500628	5.4099789833608		5.7735009868508005	5.1619779206188	5.9777756412368	4.9343879344498	5.1135336565158		4.6816619079038	5.9298394653468		4.9907661675608		4.851159470561114	4.851159470561114		4.851159470561114	4.851159470561114	4.9300607730218005		4.7610689967748
ACAA1	5.0701788884918	5.4711495717978	4.833477113413091	4.6987648873578	4.8704581399039	4.3850778856758	4.4982812888568	4.833477113413091	4.833477113413091	4.9620209858732	4.9256045781524	5.3351644175098	5.3141365724638	4.7717807617948	5.0310735958068005	4.7267072139438	4.6572546098528	5.2121479652538	5.1523386752548	4.833477113413091	4.6856185786068	4.9645982922824
ACAA2	4.924037634224331	5.4021113555008	5.1528970069298	5.0256010341918	4.6542149228118	4.6243147458178	4.8758692466809	3.9923228326168	5.3774156315128	5.1344509740128	4.815601752753	4.8451555925419	4.6821187575258	5.6612725445308	4.8251058345873	4.9288518140656	4.9881136908385	4.924037634224331	4.1608873454158	4.7564401658648	4.5777300438208	5.1504815851867995
ACACA	5.0168270839108	4.5130715482818005	4.916680807937439	5.1493027435388	4.9210460952996	4.5433187666078	4.916680807937439	4.9520064792273	5.4126873907738	4.6161161425488	4.5030313145328	4.9237807851955	4.916680807937439	4.7091250460448	4.8188474946295	4.4842382284848	5.4156047093548	4.916680807937439	5.0010287761738	4.4794054637278	4.9083855847583004	5.1475142208598
ACAD10	4.5798329833678	5.6817730991818	5.1209247436788	4.9242427370338	4.871649240281736	5.3376442582538	4.871649240281736	5.3499006311528	5.9302219044468	4.5804545320768	4.871649240281736	4.871649240281736	4.88616092417443	4.2870949739898	4.5950315006968	4.871649240281736	4.88653073997787	4.6696016943208	5.3403297124288	4.7178468760888	4.871649240281736	5.0462201281188
ACAD8	4.9447013979024	5.5143967902898	5.3144962939558	4.5999292240178	4.6865263375508	4.5583103791448	4.5721615941398	4.8384272672632	4.7905650082355	4.7018152379888	5.3761656055758	4.3656406999168	5.1492244495818	4.3862455261198	4.1981775770598	4.5925461299408	5.4727645918538	4.912063533059	5.5274718048008005	4.6238806373568	4.800999888710917	4.6446034899658
ACAD9	5.1572239713278	4.6786650281338	5.2507041804358	4.9796369978704	4.8691370758995	4.989688950625521	4.9728453920497	5.2322254239988	5.2629709598008	4.989688950625521	4.989688950625521	5.6029984395708	5.1575449560378	4.4139643122388	4.6649514285558	4.7380595344388	4.7170349249178	4.989688950625521	5.4526610648468	4.2512845691498	4.5802129610348	5.0742943953828
ACADM	4.964917604260684	5.5116649889988	5.6831891710098	4.9089013707926	5.0083646804128	4.6348465288988	4.5432578021408	5.0052827539968	6.215316990576801	5.0945704258788	4.5145890541998	5.1040255431038	4.964917604260684	4.7699692519398	4.6048424283598	4.964917604260684	5.2830001190588	4.964917604260684	4.964917604260684	4.4433503030398	5.6050637194038	5.1858054831408005
ACADS	4.952469716896	5.4385114451108	4.9931404839358	5.2408583507688	4.7074123499038	5.3087579013078	4.803080669131852	4.9361257399991	5.5498659647018	4.7647278744048	4.0248996038118	4.7423175461978	5.0246020431108	4.6762341306788	4.803080669131852	4.803080669131852	4.5451685744788	5.0565106712598	4.972542999448	4.803080669131852	5.0995770399478	5.1625586266998
ACADSB	4.8585187300164545	5.6356710852858	4.6606711388558	4.8420214331085	5.3594337382778	5.3930162443608	4.8585187300164545	4.8585187300164545	4.9956167243458	4.7531917587458	4.7145506932518	5.0065862694868	4.4459415330498	4.4986279110658	4.4770525567628	4.8585187300164545	5.1167291591528	4.6398701018428	5.0863165859708	4.8576371715492	4.7207645694118	4.6446366254828
ACADVL	4.9618657869941	4.917204295778863	5.1019913298668	4.9158881506179	4.803781133939	4.917204295778863	5.1020068479278	4.917204295778863	4.6905990374088	4.971944759339	4.3243157847868	5.5455043014268	4.9070149481942	5.3014555924798	4.6606409483878	4.917204295778863	4.848470335742	4.9759019841484005	5.2342863456968	5.0828363696118	5.0301354819498	4.917204295778863
ACAP2	4.7158451047028	5.3118623949918	4.7382649162148	5.2844108835498	4.9301816325592	4.6576040274358	5.5084011891068	4.9658876792004	5.1726442854498	4.8935541797297395	4.3982404985118	5.4266568074008	4.9268919150686	4.8935541797297395	4.7903474065354	5.6561409122558	4.3907428464548	4.7910551389564	5.4425987651667995	4.6642978306038	5.2683387672258	4.8935541797297395
ACAT1	4.8738539547066	5.4515102017608	5.0297067737078	5.3938115270248	4.4298003118518	4.923610185795821	4.7019872642658	4.923610185795821	4.923610185795821	4.6604131447498	4.923610185795821	4.6202278138998	4.923610185795821	4.7318915162898	4.5372920304228	5.7528004718678005	4.88237838021253	5.0008945489288	4.923610185795821	4.6109673168828	5.0284002470278	4.923610185795821
ACAT2	4.4787249498948	5.0608110335448	4.5085341778358	4.897716500994862	4.4582727256567996	4.4352269819858	4.7226432167928	4.6286489901998	4.897716500994862	4.2718918911598	4.0222161333918	5.0433322191508	5.1075367716268	4.3468067943408	4.6481413814208	4.6876629644698	4.804423834021	4.9974530538428	4.7409824255078	4.5723462470808	4.7168872468348	4.6193487321478
ACBD3	5.2522892341918	4.8238576886566005	4.918222081038731	4.8679488212453	5.4091798387628	4.7762856364258	5.0099903936898	4.9329481571391	4.918222081038731	5.0223216832018	5.0045949397588	4.918222081038731	4.6700393787068	4.7912336304577	4.9825966287823	4.8158573942209	4.9384090759316	4.88289644938552	5.0549959156358	5.1320801208828	4.918222081038731	4.918222081038731
ACBD5	4.5693920916228	4.7108215906078	4.8518401820244	5.0888679793168	5.3287272634198	4.6580440682908	4.5361630157778	4.5040106654638	4.7425200469578	4.7656329608958	4.7687427044748	5.0961191359468	4.6569051066448	4.826073487057031	4.7466249039168	5.4448877041808	4.3468041012998	5.0443855936898	5.4540961724148005	4.7867631802448	4.7346746767588	5.1598950344238
ACBD6	5.2043490743088	4.6545949228988	4.7263996860538	5.4597691022418005	4.942917561933446	4.942917561933446	4.942917561933446	4.942917561933446	4.942917561933446	4.8365087902431	4.9136322793209	4.6663465369468	4.4693436037118	4.9987563312898	4.6355154782878	4.8563359752497	4.942917561933446	5.2468906872228	4.4993736167198	4.8073628824426	5.1698088928878	5.0261864393518
ACBD7	4.728892529549374	4.9024336300059	4.9429024176096	6.2420550589268	4.3792620159708004	3.8560140587068004	5.7577015402648		4.8017428224901	3.5143723014468	5.2691873005198	4.6536994456738	4.4480707675238005	4.728892529549374	5.0126959181608	4.88874123178561	4.9558740773528	3.5737826687767997	5.1716743209938	4.6572093153118	6.0372388060968	5.1370060893138
ACE	5.0757718304808	4.7373961359408	5.2500113678778	4.933096759234573	4.3410340263278	4.9861383281458	4.9298724497945	4.7509416825058	4.8590514730838	4.933096759234573	4.4610568628598	5.1040464383988	5.3323821788368	5.2067772220528	4.4859486941338	4.944552780679	4.6749154870498	4.8369405457964	5.7002935387418	4.9622411911179	5.0401026710468	
ACIN1	4.7329465499098	5.0404765120898	5.2693746663848	5.0692136275308	4.9179437906832	4.7288516687958	4.8412309966246	4.7661672173518	4.915907633785292	4.915907633785292	5.1085553576508	4.9419436372667	5.2323632122788	4.4765151193838	4.915907633785292	5.0931023051808	4.9147407711777	4.7382250111808	4.9427701876698	4.6907376480248	4.915907633785292	4.6978430074848
ACLY	5.6167216338808	4.5766345053228	4.9163065589827	4.9400722498968	5.3147987595678	5.2354699138758	4.9450714174035	4.7577018192968	5.5634898473518	4.7805976965918004	4.8388149544552	5.2456866957468	4.5264082752538	4.940550241432406	4.9090124567066	4.4170819241328	4.5022892942148	4.940550241432406	5.1633303711528	4.940550241432406	4.9342584761306	4.8239565999039
ACO1	4.916647127252441	4.916647127252441	4.7247166828478	4.916647127252441	4.4266016597118	4.7862518454098	5.1429642615618	4.7604969445188	5.3433304582348	5.0775260648028	4.3030977109568	4.916647127252441	4.9493975184551005	5.5339117997868	4.6832757963938	5.1777611761018	4.7382314095508	4.6254043988158	5.3242608658338	4.9261054199266	4.9431052137466	4.916647127252441
ACO2	5.0166534479908	4.9974936744218	5.0795217597288	4.7930088795261	5.0079628276048	4.9468464633365	4.7980503394983	4.936117230894808	5.9584301763168	4.7038648985678	4.936117230894808	6.0750660629768	5.0233143829968	4.8076339263723	4.936117230894808	5.2559728705268	4.5567641945078	4.936117230894808	4.936117230894808	4.8241497784131	5.3753708517368	4.6849471608638
ACOT11	5.9009537027168		5.5458068411488		4.854436793809497	4.5768945486748	4.9587405615091	4.88910089185311	4.89320152418835	5.2917101538568		4.8764963658299	5.3230505852218	4.3904376805258	4.4287827706228	4.9214747865713	5.3016307637338	4.5802018562588	5.3582836870518005	4.1748015055608	4.5584321270798	5.7152034827038
ACOT13	4.875633219316781	5.5124687979198	4.7356521115678	4.6680427996928	4.3571913240068	5.2354047867808	4.6954124084978	5.5000933430778005	5.0326990854728	4.875633219316781	5.4144172582018	4.6531994306478	4.9163212925257	4.6986890019288	5.3177982527678	5.1691168089578	4.7969225775242	5.1004780428748	5.3701229712838	4.7300469298128	5.6286444280828	4.875633219316781
ACOT7	4.904864065153	4.7404807299958	4.910787157119691	4.89260590265328	4.910787157119691	5.3273665407038	5.0323114214598	5.1628867279478	4.830633197092	4.5633655863228	4.8441463133567	4.7352585911348	4.6176239730488	4.8659149872	4.910787157119691	5.1865307749998	4.4353280499308	5.0670046254068	5.3891563786738	4.910787157119691	4.9320749376512	4.8649170606507
ACOT8	5.0461202145588	4.9170959431057	5.2339244432078	4.884666169050636	5.0710468100818	4.4856685308348	4.1850305165808	4.3121532142078	4.884666169050636	4.884666169050636	5.6745575449798	4.7355764883498	4.8546369568953	4.831323484499	5.1813797397767996		5.4835075148988	4.884666169050636	4.4759589761838	4.5295694415688	5.1026435895388005	5.3986872326748
ACOT9	4.898610406096996	4.7789019642118	4.7980080425826	4.898610406096996	4.9282053399704004	4.7655370530208	4.898610406096996	4.898610406096996	5.4022231505188	4.6959992631448	4.5938661063338	4.6629973256148	4.898610406096996	5.1022419254788	4.898610406096996	5.1629370394188	5.6980071700778	5.1359135423258	5.5013269480238005	4.898610406096996	4.898610406096996	4.7142369688468
ACOX1	4.874154284310907	4.5026684948118	4.4095443323958	4.874154284310907	5.0500968637618	4.7587792285418	4.5008722533718	4.8678795834191	5.1522155122318	4.4682180482138	5.8067847498908	4.874154284310907	4.7299158597048	5.0035368439948	5.3165467974038	4.9016905640613	4.874154284310907	5.2751978948508	4.8744838148441	5.0759618627888	4.4773158733148	5.5985006052728
ACOX3	4.7876071739018	4.4546177137488	4.1105219087078	4.4109079457827995	5.6272499105508	4.6480405143598	4.4604138232778	4.6584162565918	4.5338562365058	4.835934888834499	5.8019080054938	5.1730372799918	4.1734053358938	5.1025243181378	5.1177693791758	5.7755388767528	4.8735436516098	5.3620501794518	4.5658942499668	4.835934888834499	5.8244428479868	4.835934888834499
ACP1	4.6835400376488	4.8496268221459005	4.920729095360042	5.0617984782238	4.2108193359448	4.5221661994058	4.6688596480268	4.9528867865091	4.8008681829613	4.920729095360042	5.2450978397758	4.6326186961418	5.0114178836448	4.6502047422168005	4.920729095360042	4.6481986105588	5.2624267572798	4.920729095360042	5.1977751701998	4.920729095360042	5.4138411544448	4.7125551433348
ACP2	5.1045830365028	4.871484161212664	4.9613972985029005	4.9494215287543	4.3573981542068	4.9169499349776	4.8588923300796	4.7684874138248	4.3870784280138	4.871484161212664	4.8060550214569	4.8102619587875	4.8022451021572	4.9928134111428	4.8461982380527004	4.4994589890618	4.6126060564128	5.0462298529398	3.9074681428747997	4.7009145344008	4.5258649327598	5.5979960370938
